,Title,Company,Description,URL
24,Machine Learning Engineer - TikTok - #Urgent #JobsThatMatter*#UrgentHire,TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Team Intro TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. Our TikTok recommendation team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem. Build industry leading recommendation system, develop highly scalable classifiers and tools leveraging machine learning Understand product objectives and machine learning techniques, improve model and recommendation strategy Understand user behavior and apply Machine Learning algorithms to optimize push notification and production experience Work with TikTok cross functional teams to grow TikTok in important regional markets Qualifications: Bachelor's degree (or more) in computer science or a related technical discipline Solid experience with data structures or algorithms Software development experience through hands on coding in a general purpose programming language Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas Strong communication and teamwork skills Passion about technologies and solving challenging problems Preferred Qualification: Minimum 3 years relevant work experience from a large-scale internet business. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-urgent-jobsthatmatter*-urgenthire-10524700?jobId=jobstreet-sg-job-10524700&sectionRank=25&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
25,Machine Learning Engineer (Recommendation) - TikTok e-Commerce #WorkNow#.#Immediate #Worknow #JobsThatMatter,TikTok,"Responsibilities About the team! Our team works on large-scale recommendation systems for various offerings under TikTok and its affiliates, focusing on developing recommendation algorithms/models/strategies. We are committed to developing cutting-edge solutions for e-commerce recommendation systems. Responsibilities Work on recommendation systems, involving contents of various forms ranging from products, short videos to live streams, with each unified recommendation model fulfilling heterogeneous E-commerce scenarios/goals across multiple countries. Optimize e-commerce recommendation models at massive scales, using deep learning/transfer learning/multi-task learning techniques. Data mining and analysis to improve the quality of recommended contents. Conduct research on various topics, which aim to optimize content recommendation circulation, ranging from ensuring diversity and new discovery in recommendation contents, to cold-start problem for new users/items and discovery of high-quality products/live streamers. Develop innovative and state-of-the-art e-commerce models and algorithms Qualifications Strong in data structures and algorithms, with excellent problem-solving ability and programming skills Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks etc. Experience in working with main components of recommendation systems(recall, sort, reranking, cold-start problem), with good understanding of mainstream recommendation models used in the industry Experience in C++ and Python; at least one of the Big Data tools (For eg. Hive sql/Spark/Mapreduce; at least one of the Deep Learning tools(For eg. Tensorflow/Pytorch) Possess strong communication skills, positive mindset, good teamwork skills, and eagerness to learn/implement new technology and experiment Preferred Qualifications Experience in personalized recommendation, online advertising, information retrieval or related fields. Publications at KDD、NeurIPS、WWW、SIGIR、WSDM、CIKM、ICLR、ICML、IJCAI、AAAI、RecSys and related conferences Excellent performance in data mining, machine learning, or ACM-ICPC/NOI/IOI competitions Developed widely-recognized machine learning project(s) on github or personal webpage",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-recommendation-tiktok-e-commerce-worknow-.-immediate-worknow-jobsthatmatter-10523357?jobId=jobstreet-sg-job-10523357&sectionRank=26&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
26,"Machine Learning Engineer (Recommendation), TikTok e-Commerce #UrgentHire #Urgent",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. About the team! Our team works on large-scale recommendation systems for various offerings under TikTok and its affiliates, focusing on developing recommendation algorithms/models/strategies. We are committed to developing cutting-edge solutions for e-commerce recommendation systems. Responsibilities Work on recommendation systems, involving contents of various forms ranging from products, short videos to live streams, with each unified recommendation model fulfilling heterogeneous E-commerce scenarios/goals across multiple countries. Optimize e-commerce recommendation models at massive scales, using deep learning/transfer learning/multi-task learning techniques. Data mining and analysis to improve the quality of recommended contents. Conduct research on various topics, which aim to optimize content recommendation circulation, ranging from ensuring diversity and new discovery in recommendation contents, to cold-start problem for new users/items and discovery of high-quality products/live streamers. Develop innovative and state-of-the-art e-commerce models and algorithms Qualifications Strong in data structures and algorithms, with excellent problem-solving ability and programming skills Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks etc. Experience in working with main components of recommendation systems(recall, sort, reranking, cold-start problem), with good understanding of mainstream recommendation models used in the industry Experience in C++ and Python; at least one of the Big Data tools (For eg. Hive sql/Spark/Mapreduce; at least one of the Deep Learning tools(For eg. Tensorflow/Pytorch) Possess strong communication skills, positive mindset, good teamwork skills, and eagerness to learn/implement new technology and experiment Preferred Qualifications Experience in personalized recommendation, online advertising, information retrieval or related fields. Publications at KDD、NeurIPS、WWW、SIGIR、WSDM、CIKM、ICLR、ICML、IJCAI、AAAI、RecSys and related conferences Excellent performance in data mining, machine learning, or ACM-ICPC/NOI/IOI competitions Developed widely-recognized machine learning project(s) on github or personal webpage",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-recommendation-tiktok-e-commerce-urgenthire-urgent-10523795?jobId=jobstreet-sg-job-10523795&sectionRank=27&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
27,Machine Learning Engineer - TikTok Ads Vertical Solutions #JobsThatMatter #JobsThatMatter #UrgentHire#. #JobsThatMatter | - #UrgentHire,TikTok,"Responsibilities We are growing our TikTok Ads Vertical Solutions team. On this team, you have opportunities to help people discover products, content, and services that bring joy to their lives and support all kinds of businesses to thrive on TikTok. We work with advertisers from all verticals, such as E-commerce, Retail, Auto, Travel, Financial Service, Entertainment, Local Business, and Gaming. Our goal is to make TikTok an irreplaceable growth channel for businesses of all sizes and a favourite destination for consumers to discover and purchase products, content, and services. favourite TikTok Ads Vertical Solutions team has a strong user focus and a dedication to technical excellence. We aim to meet our users' needs with reliable and high-performing platforms and services. We are looking for strong Machine Learning Engineers who are excited to grow their business understanding, build highly scalable and reliable software, and partner across disciplines with global teams in pursuit of excellence. What You'll Do: Apply state-of-the-art machine learning techniques optimize advertisers' marketing strategies. Connect with businesses directly to understand and develop solutions for their Jobs-to-be-done. Collaborate with Product Managers, Designers, and other disciplines to explore the next generation of shopping experiences on TikTok. Capitalize on the organic shopping behaviours on TikTok today and facilitate retentive behaviours to provide more people value and business value. Qualifications Minimum Qualifications: Solid programming skills, proficient in C/C++. Familiarity with at least one mainstream deep learning programming framework (TensorFlow/Caffe/MXNet) and its architecture and implementation mechanism. Familiarity with deep learning algorithms (CNN/RNN/LSTM, etc.). Team-player with strong communication skills who can also work independently. Preferred Qualifications: Familiarity with main components for Ads systems, including bidding, ranking, and auction. Experience in resource management and task scheduling with large-scale distributed software (such as Spark and TensorFlow).",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-ads-vertical-solutions-jobsthatmatter-jobsthatmatter-urgenthire-.-jobsthatmatter-%7C-urgenthire-10523225?jobId=jobstreet-sg-job-10523225&sectionRank=28&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
28,"Machine Learning Engineer, AML Engine Dedup",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join Us At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok. About the team Focus on CV technologies video representation and large-scale retrieval, build the duplicated/similarity relationship between billions of videos, support TikTok and its affiliates global products with services as deduplication, originality recognition, copyright detection and content moderation. Build the Dedup and Copyright system, supports billions of users all over the world; Based on the product requirements, develop models and systems to detect duplicated and similar materials among billions of videos; Introduce new AI technologies to our online system and improve the performance; Improve the reliability of the system, manage the challenges of scale and complexity; Qualifications: Bachelor or higher degrees in computer science or related discipline; Experienced in Machine Learning, familiar with at least one DeepLearning framework, e.g. PyTorch, Tensorflow. Experienced in Multimedia or Computer Vision, e.g. Image/Video/Audio retrieval, Representation Learning, Re-Identification, Unsupervised/Self-supervised learning. Preferred Qualifications: Authors of published papers in top academia conferences; Winners of algorithm and machine learning competitions such as ACM and Kaggle; TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-aml-engine-dedup-10526156?jobId=jobstreet-sg-job-10526156&sectionRank=29&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
29,"Machine Learning Engineer, AML Engine Dedup #Immediate",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join Us At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok. About the team Focus on CV technologies video representation and large-scale retrieval, build the duplicated/similarity relationship between billions of videos, support TikTok and its affiliates global products with services as deduplication, originality recognition, copyright detection and content moderation. Build the Dedup and Copyright system, supports billions of users all over the world; Based on the product requirements, develop models and systems to detect duplicated and similar materials among billions of videos; Introduce new AI technologies to our online system and improve the performance; Improve the reliability of the system, manage the challenges of scale and complexity; Qualifications: Bachelor or higher degrees in computer science or related discipline; Experienced in Machine Learning, familiar with at least one DeepLearning framework, e.g. PyTorch, Tensorflow. Experienced in Multimedia or Computer Vision, e.g. Image/Video/Audio retrieval, Representation Learning, Re-Identification, Unsupervised/Self-supervised learning. Preferred Qualifications: Authors of published papers in top academia conferences; Winners of algorithm and machine learning competitions such as ACM and Kaggle; TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-aml-engine-dedup-immediate-10526271?jobId=jobstreet-sg-job-10526271&sectionRank=30&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
30,"Machine Learning Engineer, TikTok #UrgentHire #JobsThatMatter #WorkNow #JobsThatMatter",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Team Intro TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. Our TikTok recommendation team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem. Build industry leading recommendation system, develop highly scalable classifiers and tools leveraging machine learning Understand product objectives and machine learning techniques, improve model and recommendation strategy Understand user behavior and apply Machine Learning algorithms to optimize push notification and production experience Work with TikTok cross functional teams to grow TikTok in important regional markets Qualifications Bachelor's degree (or more) in computer science or a related technical discipline Solid experience with data structures or algorithms Software development experience through hands on coding in a general purpose programming language TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too. Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas Strong communication and teamwork skills Passion about technologies and solving challenging problems TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-urgenthire-jobsthatmatter-worknow-jobsthatmatter-10523196?jobId=jobstreet-sg-job-10523196&sectionRank=31&token=0~3359cde4-f16e-4fb9-98e2-c0529c90caa5&fr=SRP%20Job%20Listing
31,Machine Learning Engineer (Content Safety) - 2023 Start #Seekbetter,TikTok,"Responsibilities TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa. TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join Us At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok. We are looking for talented individuals to join us for this future position in 2023. As a graduate, you will get unparalleled opportunities for you to kickstart your career, pursue bold ideas and explore limitless growth opportunities. Co-create a future driven by your inspiration with TikTok. Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to all TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early. About the team Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Responsibilities Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Final year or entry level with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline; Have a passion for computer science and Internet technology, strong interest in software quality assurance; Solid data structure and algorithm foundation; Good computer foundation, highly proficient in at least one of the programming languages: Python, Java, Go, C/C++; Good logical thinking and team communication skills; Prior internship in quality assurance work is a plus. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-2023-start-seekbetter-10525599?jobId=jobstreet-sg-job-10525599&sectionRank=32&token=0~3359cde4-f16e-4fb9-98e2-c0529c90caa5&fr=SRP%20Job%20Listing
32,Machine Learning Engineer Intern (Content Safety) - 2023 #JobsThatMatter #Worknow #Seekbetter | - #UrgentHire,TikTok,"TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa. TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join Us At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok. We are looking for talented individuals to join us for an internship in 2023. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok. Successful candidates must be able to commit to one of the following internship cycles below: Summer Internship - 08 May 2023 to 28 July 2023 (12 weeks) Off-cycle Internship - Starting 09 January 2023 or 14 August 2023 We will prioritize candidates who are able to commit in either internship period. Please state your availability clearly in your resume (Start date, End date). Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early. About the team Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Responsibilities Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Undergraduate or Postgraduate currently pursuing a Degree/Master/PhD in Software Development, Computer Science, Computer Engineering, or a related technical discipline; Solid experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision; Experience in recommendation, search, advertising, or other related projects; Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP, etc.; Good understanding of data structures and algorithms; Passion for techniques and solving challenging problems. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too. By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy. If you have any questions, please reach out to us at apac-""Apply Now""",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-intern-content-safety-2023-jobsthatmatter-worknow-seekbetter-%7C-urgenthire-10523379?jobId=jobstreet-sg-job-10523379&sectionRank=33&token=0~3359cde4-f16e-4fb9-98e2-c0529c90caa5&fr=SRP%20Job%20Listing
33,"Machine Learning Engineer, TikTok Search #Urgent",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience. On the TikTok Search Team, you’ll have the opportunity to build a full-stack search engine system and combine information retrieval technology with modern machine learning methods from related fields such as NLP, Computer Vision, Multimodal, and Recommender Systems. We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving. Responsibilities: Optimize the searching quality to provide TikTok's users the best search experience Combine your understanding of product objectives and take full advantage of modern machine learning, NLP and Multimodal techniques to improve the search ranking algorithms, including query understanding, video understanding and various levels of result ranking. Qualifications: Bachelor degree or above in the field of computer science or a related technical discipline Proficient coding skills and strong algorithm &amp; data structure using C++/Python/Java Experience in one or more of the following areas: NLP, Ranking, Ads, Search engine, Recommender System, and Machine Learning Effective communication and teamwork skills.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-search-urgent-10522052?jobId=jobstreet-sg-job-10522052&sectionRank=34&token=0~3359cde4-f16e-4fb9-98e2-c0529c90caa5&fr=SRP%20Job%20Listing
34,"Machine Learning Engineer (Risk Control), Global Payments",BYTEDANCE PTE. LTD.,"Responsibilities Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content. Why Join Us At ByteDance, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for millions of users across all of our products. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at ByteDance. The Global Payments team provides professional payment solutions with smooth functioning of payment channels to all global businesses of ByteDance to support the expansion and growth of ByteDance’s global businesses. Global payments has offices including: Beijing, Shanghai , Shenzhen, Hangzhou , Singapore and Mountain View. Global Payments Data Intelligence Risk Control team's works to minimise the frequency and damage of inauthentic behaviours in supporting international businesses (TikTok Live, TikTok Shop, Resso) with a data-driven approach. For example, this team is focused on optimising key payment metrics including but not limited to: fraud rate, chargeback rate, compliance rate, etc, through data intelligence approach to provide quality values to our customers. Our Global Payments Risk Control team mission is: To protect ByteDance users who are using Global Payments' service, including live stream creators and users, e-commerce buyers and sellers; To provide a safe payment experiences on our platforms by securing the integrity of our payments ecosystem, building infrastructures, platforms and technologies To collaborate with multiple cross-functional teams and stakeholders to provide exceptional values to our customers In this team, you'll be exposed to unique opportunities and experience first-hand exposure to company strategies in key security initiatives. Some examples are building scalable and robust, privacy-safe and intelligence, secure product and customer friendly systems and solutions. You'll be part of a team that's developing novel solutions to first-seen challenges in a fast paced environment of a phenomenal product eco-system. If you are looking for a fast paced environment and able to make real impact to businesses and customers, this role is for you. Responsibilities Build Machine Learning models to respond to and mitigate risks in Global Payments products; Improve modelling infrastructures, labels, features and algorithms towards improving robustness, automation and generalisation, as well as reduce modelling and operational load on risk adversaries and new product/risk ramping-ups; Level up the risk Machine Learning expertise excellence in domain areas such as privacy/compliance, interoperability, risk perception, analysis, etc; Qualifications Bachelor degree or above in Computer Science, Statistics, Mathematics or other related majors; Proficient in Python, Java or Scala and big data tools such as SQL / Hive / Spark, etc; Domain experiences in one of these fields is preferred: trust and safety, risk management, fraud, anti-fraud, etc. Experienced in Machine Learning and Deep Learning models; ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-risk-control-global-payments-10504336?jobId=jobstreet-sg-job-10504336&sectionRank=35&token=0~3359cde4-f16e-4fb9-98e2-c0529c90caa5&fr=SRP%20Job%20Listing
35,"Machine Learning Engineer, TikTok Search #LetsGetToWork #Immediate #UrgentHire#Urgent",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience. On the TikTok Search Team, you’ll have the opportunity to build a full-stack search engine system and combine information retrieval technology with modern machine learning methods from related fields such as NLP, Computer Vision, Multimodal, and Recommender Systems. We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving. Responsibilities Optimize the searching quality to provide TikTok's users the best search experience Combine your understanding of product objectives and take full advantage of modern machine learning, NLP and Multimodal techniques to improve the search ranking algorithms, including query understanding, video understanding and various levels of result ranking. Qualifications Bachelor degree or above in the field of computer science or a related technical discipline Proficient coding skills and strong algorithm &amp; data structure using C++/Python/Java Experience in one or more of the following areas: NLP, Ranking, Ads, Search engine, Recommender System, and Machine Learning Effective communication and teamwork skills.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-search-letsgettowork-immediate-urgenthire-urgent-10520544?jobId=jobstreet-sg-job-10520544&sectionRank=36&token=0~3359cde4-f16e-4fb9-98e2-c0529c90caa5&fr=SRP%20Job%20Listing
36,Machine Learning Engineer (Risk Control) - Global Payments,BYTEDANCE PTE. LTD.,"Responsibilities Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content. Why Join Us At ByteDance, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for millions of users across all of our products. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at ByteDance. The Global Payments team provides professional payment solutions with smooth functioning of payment channels to all global businesses of ByteDance to support the expansion and growth of ByteDance’s global businesses. Global payments has offices including: Beijing, Shanghai , Shenzhen, Hangzhou , Singapore and Mountain View. Global Payments Data Intelligence Risk Control team's works to minimise the frequency and damage of inauthentic behaviours in supporting international businesses (TikTok Live, TikTok Shop, Resso) with a data-driven approach. For example, this team is focused on optimising key payment metrics including but not limited to: fraud rate, chargeback rate, compliance rate, etc, through data intelligence approach to provide quality values to our customers. Our Global Payments Risk Control team mission is: To protect ByteDance users who are using Global Payments' service, including live stream creators and users, e-commerce buyers and sellers; To provide a safe payment experiences on our platforms by securing the integrity of our payments ecosystem, building infrastructures, platforms and technologies To collaborate with multiple cross-functional teams and stakeholders to provide exceptional values to our customers In this team, you'll be exposed to unique opportunities and experience first-hand exposure to company strategies in key security initiatives. Some examples are building scalable and robust, privacy-safe and intelligence, secure product and customer friendly systems and solutions. You'll be part of a team that's developing novel solutions to first-seen challenges in a fast paced environment of a phenomenal product eco-system. If you are looking for a fast paced environment and able to make real impact to businesses and customers, this role is for you. Responsibilities Build Machine Learning models to respond to and mitigate risks in Global Payments products; Improve modelling infrastructures, labels, features and algorithms towards improving robustness, automation and generalisation, as well as reduce modelling and operational load on risk adversaries and new product/risk ramping-ups; Level up the risk Machine Learning expertise excellence in domain areas such as privacy/compliance, interoperability, risk perception, analysis, etc.; Qualifications Bachelor's degree or above in Computer Science, Statistics, Mathematics or other related majors; Proficient in Python, Java or Scala and big data tools such as SQL / Hive / Spark, etc; 3 years and above of Machine Learning experience, preferably with domain experiences in Trust &amp; Safety, Risk management, Anti Fraud; Domain experiences in one of these fields is preferred: trust and safety, risk management, fraud, anti-fraud, etc. Experienced in Machine Learning and Deep Learning models; ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-risk-control-global-payments-10504307?jobId=jobstreet-sg-job-10504307&sectionRank=37&token=0~3359cde4-f16e-4fb9-98e2-c0529c90caa5&fr=SRP%20Job%20Listing
